State,City,percent_completed_hs,poverty_rate,Median Income,Lat,Lng,cityarea,city_name,city_type,county
GA,Culloden city,61.4,24,34519,32.8631905,-84.0938017,Culloden city,Culloden,city,
GA,Cumming city,81.1,20.7,43491,34.2073196,-84.14019259999999,Cumming city,Cumming,city,
GA,Cusseta-Chattahoochee County unified government,91.8,11.5,43378,32.3061354,-84.77704849999999,Cusseta-Chattahoochee County unified government,Cusseta-Chattahoochee County unified,government,
GA,Cuthbert city,67.5,37.5,23800,31.7712748,-84.7893658,Cuthbert city,Cuthbert,city,
GA,Dacula city,71.3,19.1,52767,33.988716499999995,-83.8979573,Dacula city,Dacula,city,
GA,Dahlonega city,86.8,20.3,35477,34.5261465,-83.9843953,Dahlonega city,Dahlonega,city,
GA,Daisy city,83,24,40625,32.1518609,-81.8345588,Daisy city,Daisy,city,
GA,Dallas city,86.8,28,49417,33.9244531,-84.8413056,Dallas city,Dallas,city,
GA,Dalton city,61.9,23.8,35074,34.7698021,-84.9702228,Dalton city,Dalton,city,
GA,Damascus city,79.1,31.9,20179,31.299068199999997,-84.7188077,Damascus city,Damascus,city,
GA,Danielsville city,78.1,13.7,47891,34.1242771,-83.22126290000001,Danielsville city,Danielsville,city,
GA,Danville town,69.6,22.4,35000,32.6057103,-83.24543609999999,Danville town,Danville,town,
GA,Darien city,84.9,40.4,25776,31.3702255,-81.43399029999999,Darien city,Darien,city,
GA,Dasher town,86,20.2,51711,30.7474278,-83.220704,Dasher town,Dasher,town,
GA,Davisboro city,72.4,21.6,29318,32.9790425,-82.60790949999999,Davisboro city,Davisboro,city,
GA,Dawson city,63.7,49.2,22065,31.7735001,-84.44658259999999,Dawson city,Dawson,city,
GA,Dawsonville city,86.1,19,49808,34.4212052,-84.1190804,Dawsonville city,Dawsonville,city,
GA,Dearing town,76,21,36417,33.4131947,-82.3851255,Dearing town,Dearing,town,
GA,Decatur city,95.4,14.9,81970,33.7748275,-84.2963123,Decatur city,Decatur,city,
GA,Deenwood CDP,91.1,16.6,43563,31.221883399999996,-82.3854087,Deenwood CDP,Deenwood,CDP,
GA,Deepstep town,91.6,1.3,73750,33.0182075,-82.96903329999999,Deepstep town,Deepstep,town,
GA,Demorest city,88.7,12.1,48750,34.565098,-83.5451724,Demorest city,Demorest,city,
GA,Denton city,76.6,14.3,28750,31.7226881,-82.69375129999999,Denton city,Denton,city,
GA,De Soto city,69.2,34.3,35278,31.953668800000003,-84.06167090000001,De Soto city,De Soto,city,
GA,Dewy Rose CDP,24.7,47.8,"250,000+",34.1698309,-82.9529198,Dewy Rose CDP,Dewy Rose,CDP,
GA,Dexter town,83.3,26.3,32045,32.4323909,-83.06125959999999,Dexter town,Dexter,town,
GA,Dillard city,81.9,17,39375,34.970091100000005,-83.3871006,Dillard city,Dillard,city,
GA,Dock Junction CDP,81,26.7,33511,31.202451500000002,-81.5167688,Dock Junction CDP,Dock Junction,CDP,
GA,Doerun city,77.1,34.9,31250,31.3196267,-83.91712209999999,Doerun city,Doerun,city,
GA,Donalsonville city,83.3,29.2,30799,31.0404625,-84.8790911,Donalsonville city,Donalsonville,city,
GA,Dooling town,61.7,48.4,35644,32.2304391,-83.927959,Dooling town,Dooling,town,
GA,Doraville city,62.2,24.3,42482,33.898157899999994,-84.2832564,Doraville city,Doraville,city,
GA,Douglas city,78,25.8,31465,31.508807300000004,-82.84986540000001,Douglas city,Douglas,city,
GA,Douglasville city,88.7,19.1,47707,33.7514966,-84.7477136,Douglasville city,Douglasville,city,
GA,Druid Hills CDP,98.1,10.1,87912,33.7803832,-84.3360359,Druid Hills CDP,Druid Hills,CDP,
GA,Dublin city,83.7,35.6,26849,32.5404447,-82.903754,Dublin city,Dublin,city,
GA,Dudley city,85.8,17.7,51771,32.5423872,-83.07042729999999,Dudley city,Dudley,city,
GA,Duluth city,91.5,15.4,55660,34.0028786,-84.1446376,Duluth city,Duluth,city,
GA,Dunwoody city,93.5,9.8,79959,33.9462125,-84.3346473,Dunwoody city,Dunwoody,city,
GA,Du Pont town,66.2,29.4,21071,30.988541899999998,-82.8715305,Du Pont town,Du Pont,town,
GA,Dutch Island CDP,97.6,4.2,150000,32.010917,-81.0331895,Dutch Island CDP,Dutch Island,CDP,
GA,Eagle Grove CDP,-,-,-,34.29611,-83.00694,Eagle Grove CDP,Eagle Grove,CDP,
GA,East Dublin city,79.4,32.1,24732,32.548221999999996,-82.8718084,East Dublin city,East Dublin,city,
GA,East Ellijay city,65.2,44.8,30833,34.683974600000006,-84.47270490000001,East Ellijay city,East Ellijay,city,
GA,East Griffin CDP,65.8,24.8,37344,33.243725399999995,-84.22881140000001,East Griffin CDP,East Griffin,CDP,
GA,Eastman city,83.8,27,31042,32.1976729,-83.1776514,Eastman city,Eastman,city,
GA,East Newnan CDP,60.9,6.5,35905,33.3506724,-84.7766009,East Newnan CDP,East Newnan,CDP,
GA,East Point city,84.7,27.9,37049,33.6795531,-84.43937240000001,East Point city,East Point,city,
GA,Eatonton city,76.3,29.5,27321,33.326799699999995,-83.38849609999998,Eatonton city,Eatonton,city,
GA,Edge Hill city,100,0,66042,33.1541951,-82.6253837,Edge Hill city,Edge Hill,city,
GA,Edison city,74.5,54.7,17371,31.5582271,-84.7382526,Edison city,Edison,city,
GA,Elberton city,74.4,32.9,25763,34.111222600000005,-82.8670839,Elberton city,Elberton,city,
GA,Ellaville city,72.6,36.3,26204,32.2382139,-84.30907979999999,Ellaville city,Ellaville,city,
GA,Ellenton town,40.8,28.7,16667,31.1760205,-83.587389,Ellenton town,Ellenton,town,
GA,Ellijay city,70.9,38,28836,34.6948076,-84.4821498,Ellijay city,Ellijay,city,
GA,Emerson city,77.9,11.5,46071,34.1270426,-84.7554925,Emerson city,Emerson,city,
GA,Empire CDP,77.3,25.4,25977,32.340443699999994,-83.2962703,Empire CDP,Empire,CDP,
GA,Enigma town,73,35.1,23221,31.4129695,-83.3290468,Enigma town,Enigma,town,
GA,Ephesus city,77.2,19.7,48333,33.4070586,-85.2543915,Ephesus city,Ephesus,city,
GA,Epworth CDP,78.7,30.6,41354,34.9506365,-84.3849232,Epworth CDP,Epworth,CDP,
GA,Eton city,74.5,25.8,50758,34.82508,-84.763272,Eton city,Eton,city,
GA,Euharlee city,82.6,13.2,58036,34.144819299999995,-84.93299859999999,Euharlee city,Euharlee,city,
GA,Evans CDP,95.4,4.9,92507,33.5337464,-82.1306747,Evans CDP,Evans,CDP,
GA,Experiment CDP,60.4,43,21681,33.278776,-84.2752831,Experiment CDP,Experiment,CDP,
GA,Fairburn city,79.3,12.5,41841,33.5670562,-84.5810418,Fairburn city,Fairburn,city,
GA,Fairmount city,71.9,19.4,31607,34.4362013,-84.69993459999999,Fairmount city,Fairmount,city,
GA,Fair Oaks CDP,60.7,41.5,27431,33.916491799999996,-84.5446546,Fair Oaks CDP,Fair Oaks,CDP,
GA,Fairview CDP,81.9,19,32394,34.9456314,-85.28440079999999,Fairview CDP,Fairview,CDP,
GA,Fargo city,67.3,25.1,40000,30.6818841,-82.5665192,Fargo city,Fargo,city,
GA,Fayetteville city,92.2,10.7,63931,33.4487257,-84.4549262,Fayetteville city,Fayetteville,city,
GA,Fitzgerald city,80.6,42.9,25203,31.7149082,-83.2526545,Fitzgerald city,Fitzgerald,city,
GA,Flemington city,96.3,8.3,76042,31.859654499999998,-81.5640006,Flemington city,Flemington,city,
GA,Flovilla city,67.4,25.8,29250,33.253734,-83.89851709999999,Flovilla city,Flovilla,city,
GA,Flowery Branch city,93.7,13.6,61385,34.185101700000004,-83.9251809,Flowery Branch city,Flowery Branch,city,
GA,Folkston city,65,22,31818,30.830510200000003,-82.0098375,Folkston city,Folkston,city,
GA,Forest Park city,65.5,34.1,31228,33.6220542,-84.36909179999999,Forest Park city,Forest Park,city,
GA,Forsyth city,71.6,37.1,22899,33.0342974,-83.938242,Forsyth city,Forsyth,city,
GA,Fort Gaines city,73.5,54.5,19524,31.609056899999995,-85.0471505,Fort Gaines city,Fort Gaines,city,
GA,Fort Oglethorpe city,84.3,18.8,43843,34.9489645,-85.2569,Fort Oglethorpe city,Fort Oglethorpe,city,
GA,Fort Stewart CDP,97.6,21.4,35550,31.8690667,-81.6089873,Fort Stewart CDP,Fort Stewart,CDP,
GA,Fort Valley city,74.1,45.2,20962,32.5537585,-83.8874084,Fort Valley city,Fort Valley,city,
GA,Franklin city,64.5,39.5,20398,33.2776182,-85.0979973,Franklin city,Franklin,city,
GA,Franklin Springs city,91.3,22,39000,34.284828399999995,-83.1443161,Franklin Springs city,Franklin Springs,city,
GA,Funston city,69.8,42.8,33472,31.1999071,-83.8735088,Funston city,Funston,city,
GA,Gainesville city,71.2,28.3,40706,34.2978794,-83.8240663,Gainesville city,Gainesville,city,
GA,Garden City city,80.5,29.3,32302,32.114371500000004,-81.15400129999999,Garden City city,Garden City,city,
GA,Garfield city,68.9,17.8,22404,32.649885,-82.098175,Garfield city,Garfield,city,
GA,Gay town,71.9,5,49167,33.0937361,-84.57381509999999,Gay town,Gay,town,
GA,Geneva town,84.4,9.4,34750,32.579862,-84.5507559,Geneva town,Geneva,town,
GA,Georgetown CDP,88.3,19.1,49450,31.884605,-85.1074308,Georgetown CDP,Georgetown,CDP,
GA,Georgetown-Quitman County unified government,73.1,24,31487,31.884605,-85.1074308,Georgetown-Quitman County unified government,Georgetown-Quitman County unified,government,
GA,Gibson city,74.1,19.3,31250,33.2334789,-82.5954083,Gibson city,Gibson,city,
GA,Gillsville city,84,8.7,46875,34.3078817,-83.6335036,Gillsville city,Gillsville,city,
GA,Girard town,50.5,38.3,13750,33.040432300000006,-81.7120567,Girard town,Girard,town,
GA,Glennville city,75,24,43408,31.9365917,-81.92845009999999,Glennville city,Glennville,city,
GA,Glenwood city,82.8,40.8,16118,32.179900800000006,-82.6695802,Glenwood city,Glenwood,city,
GA,Good Hope city,79.4,16.9,43125,33.7848398,-83.60905749999999,Good Hope city,Good Hope,city,
GA,Gordon city,79.6,23.7,31917,32.8820866,-83.3323848,Gordon city,Gordon,city,
GA,Graham city,69.9,23.9,31250,31.831578600000004,-82.5023554,Graham city,Graham,city,
GA,Grantville city,85.4,14.5,48125,33.2348419,-84.8357678,Grantville city,Grantville,city,
GA,Gray city,90.3,15.7,50188,33.009580199999995,-83.5337816,Gray city,Gray,city,
GA,Grayson city,95.3,9.2,96667,33.8942729,-83.95574,Grayson city,Grayson,city,
GA,Greensboro city,65.9,47,22449,33.5756831,-83.18237890000002,Greensboro city,Greensboro,city,
GA,Greenville city,77.2,40.8,25347,33.0287373,-84.7129848,Greenville city,Greenville,city,
GA,Gresham Park CDP,82.7,28.2,37300,33.7034405,-84.3143682,Gresham Park CDP,Gresham Park,CDP,
GA,Griffin city,76.8,33.1,30652,33.246780699999995,-84.26409040000001,Griffin city,Griffin,city,
GA,Grovetown city,85.4,15.8,55060,33.4504157,-82.19817640000001,Grovetown city,Grovetown,city,
GA,Gumbranch city,88,33.5,35000,31.837194800000002,-81.6829431,Gumbranch city,Gumbranch,city,
GA,Gumlog CDP,77.4,25.2,45273,34.4917635,-83.09653229999999,Gumlog CDP,Gumlog,CDP,
GA,Guyton city,85.4,21.6,49038,32.3421597,-81.3921781,Guyton city,Guyton,city,
GA,Hagan city,76.2,28.1,40714,32.1560257,-81.9337275,Hagan city,Hagan,city,
GA,Hahira city,88.1,14.3,41907,30.991306400000003,-83.37265749999999,Hahira city,Hahira,city,
GA,Hamilton city,89.2,20,40104,32.7579106,-84.8749311,Hamilton city,Hamilton,city,
GA,Hampton city,80.9,32.4,43838,33.3870578,-84.2829784,Hampton city,Hampton,city,
GA,Hannahs Mill CDP,76.1,31.3,34167,32.932908399999995,-84.34936409999999,Hannahs Mill CDP,Hannahs Mill,CDP,
GA,Hapeville city,80.7,19,41670,33.660109000000006,-84.4102046,Hapeville city,Hapeville,city,
GA,Haralson town,79.8,4,52292,33.226509899999996,-84.57131640000001,Haralson town,Haralson,town,
GA,Hardwick CDP,67.8,37.6,22143,33.0480193,-83.2452478,Hardwick CDP,Hardwick,CDP,
GA,Harlem city,86.1,19.8,48726,33.4145834,-82.3126237,Harlem city,Harlem,city,
GA,Harrison town,63.8,14.9,41125,32.8262697,-82.72513640000001,Harrison town,Harrison,town,
GA,Hartwell city,78.5,21.5,35581,34.3528825,-82.932087,Hartwell city,Hartwell,city,
GA,Hawkinsville city,83.9,16.7,45023,32.283773100000005,-83.4721177,Hawkinsville city,Hawkinsville,city,
GA,Hazlehurst city,78.2,17.3,26848,31.8696309,-82.59430259999999,Hazlehurst city,Hazlehurst,city,
GA,Helen city,95.7,26,41250,34.7014839,-83.73156750000001,Helen city,Helen,city,
GA,Henderson CDP,99.5,0,83182,32.341267699999996,-83.78934699999999,Henderson CDP,Henderson,CDP,
GA,Hephzibah city,87.4,14.5,52188,33.3140311,-82.09678570000001,Hephzibah city,Hephzibah,city,
GA,Heron Bay CDP,98.9,1.3,74135,33.3386018,-84.1916362,Heron Bay CDP,Heron Bay,CDP,
GA,Hiawassee city,87.3,32.8,29663,34.9492586,-83.7573948,Hiawassee city,Hiawassee,city,
GA,Higgston town,67.7,45.5,25417,32.2165732,-82.4670747,Higgston town,Higgston,town,
GA,Hilltop CDP,71.1,31.1,33594,33.1040132,-84.43603449999999,Hilltop CDP,Hilltop,CDP,
GA,Hiltonia town,61.4,36.5,24167,32.883494,-81.65816600000001,Hiltonia town,Hiltonia,town,
GA,Hinesville city,90.8,16.7,42111,31.846877000000003,-81.5959453,Hinesville city,Hinesville,city,
GA,Hiram city,90.1,12,49757,33.875660100000005,-84.7621592,Hiram city,Hiram,city,
GA,Hoboken city,77.6,21.9,52750,31.1810559,-82.1348416,Hoboken city,Hoboken,city,
GA,Hogansville city,76.5,29.7,27056,33.173176899999994,-84.914936,Hogansville city,Hogansville,city,
GA,Holly Springs city,95.8,13.9,67488,34.1739857,-84.5013187,Holly Springs city,Holly Springs,city,
GA,Homeland city,81.9,27.4,33750,30.856065100000002,-82.0209492,Homeland city,Homeland,city,
GA,Homer town,86.2,13.5,40446,34.333715600000005,-83.499055,Homer town,Homer,town,
GA,Homerville city,70.6,48.7,18083,31.0365983,-82.7470849,Homerville city,Homerville,city,
GA,Hoschton city,82.7,7.9,63676,34.096496,-83.76128390000001,Hoschton city,Hoschton,city,
GA,Howard CDP,-,-,-,32.5960761,-84.3843142,Howard CDP,Howard,CDP,
GA,Hull city,70.1,28.9,36339,34.0148352,-83.29376590000001,Hull city,Hull,city,
GA,Ideal city,71,48.7,15000,32.3695983,-84.1879675,Ideal city,Ideal,city,
GA,Ila city,66.3,40.7,35833,34.1726093,-83.2920988,Ila city,Ila,city,
GA,Indian Springs CDP,91.9,12.9,70708,33.2426229,-83.9207406,Indian Springs CDP,Indian Springs,CDP,
GA,Iron City town,87.6,10.1,31250,31.0135189,-84.8129778,Iron City town,Iron City,town,
GA,Irondale CDP,88.4,23.6,45540,33.480668699999995,-84.35881280000001,Irondale CDP,Irondale,CDP,
GA,Irwinton city,73.1,15.3,38056,32.8112594,-83.1726541,Irwinton city,Irwinton,city,
GA,Isle of Hope CDP,95.2,3.6,78510,31.981880199999996,-81.0609446,Isle of Hope CDP,Isle of Hope,CDP,
GA,Ivey city,86.1,17,36221,32.9070875,-83.2907147,Ivey city,Ivey,city,
GA,Jackson city,72.8,22.8,34846,33.2945651,-83.9660209,Jackson city,Jackson,city,
GA,Jacksonville city,82,7.3,28750,31.8126838,-82.9790358,Jacksonville city,Jacksonville,city,
GA,Jakin city,72.6,29.8,35833,31.091016200000002,-84.98215,Jakin city,Jakin,city,
GA,Jasper city,84.5,7.7,46571,34.4695524,-84.42898879999998,Jasper city,Jasper,city,
GA,Jefferson city,88,11.1,52794,34.1170537,-83.5723876,Jefferson city,Jefferson,city,
GA,Jeffersonville city,63.4,39.3,20313,32.687646,-83.3465561,Jeffersonville city,Jeffersonville,city,
GA,Jenkinsburg city,79.8,25.1,44250,33.3245628,-84.0357465,Jenkinsburg city,Jenkinsburg,city,
GA,Jersey city,75.8,12.7,45625,33.715669299999995,-83.79879009999999,Jersey city,Jersey,city,
GA,Jesup city,84,31.6,32188,31.6074365,-81.88539240000001,Jesup city,Jesup,city,
GA,Johns Creek city,95.4,4.7,105417,34.0289259,-84.19857900000001,Johns Creek city,Johns Creek,city,
GA,Jonesboro city,74.9,30.6,31387,33.521501300000004,-84.3538128,Jonesboro city,Jonesboro,city,
GA,Junction City town,81.1,31.3,27143,32.6034735,-84.4593646,Junction City town,Junction City,town,
GA,Kennesaw city,92.7,9.6,61817,34.023433700000005,-84.6154897,Kennesaw city,Kennesaw,city,
GA,Keysville city,75.4,22,22019,33.2337555,-82.2323444,Keysville city,Keysville,city,
GA,Kings Bay Base CDP,89.5,24.7,41167,30.801543,-81.5623849,Kings Bay Base CDP,Kings Bay Base,CDP,
GA,Kingsland city,92.3,8.9,57449,30.7999563,-81.68982609999999,Kingsland city,Kingsland,city,
GA,Kingston city,77.1,44.9,25278,34.237039,-84.9441098,Kingston city,Kingston,city,
GA,Kite city,63.8,23.8,34583,32.6923836,-82.5145752,Kite city,Kite,city,
GA,Knoxville CDP,71.4,0,-,32.7243072,-83.9976875,Knoxville CDP,Knoxville,CDP,
GA,LaFayette city,78.8,23.3,29688,34.7048022,-85.2818998,LaFayette city,LaFayette,city,
GA,LaGrange city,80.4,30.2,32582,33.0362218,-85.0322444,LaGrange city,LaGrange,city,
GA,Lake City city,72.6,22.6,32138,33.6064989,-84.3352017,Lake City city,Lake City,city,
GA,Lakeland city,72,31.3,24900,31.041037300000003,-83.0751471,Lakeland city,Lakeland,city,
GA,Lake Park city,81.4,24.5,43661,30.684663699999998,-83.1828732,Lake Park city,Lake Park,city,
GA,Lakeview CDP,75.4,19.1,34514,34.9792419,-85.2588447,Lakeview CDP,Lakeview,CDP,
GA,Lakeview Estates CDP,36.9,38.1,24813,33.706776,-84.03158,Lakeview Estates CDP,Lakeview Estates,CDP,
GA,Lavonia city,80.7,23.9,29450,34.435936100000006,-83.106818,Lavonia city,Lavonia,city,
GA,Lawrenceville city,81.3,24.4,41743,33.9562149,-83.9879625,Lawrenceville city,Lawrenceville,city,
GA,Leary city,79,10.8,35625,31.485730800000002,-84.5138017,Leary city,Leary,city,
GA,Leesburg city,84.3,19.9,56964,31.7321156,-84.1707423,Leesburg city,Leesburg,city,
GA,Lenox town,75.2,34.6,26667,31.2715768,-83.4648845,Lenox town,Lenox,town,
GA,Leslie city,74.3,31.8,31500,31.9554475,-84.08657059999999,Leslie city,Leslie,city,
GA,Lexington city,91.2,20.1,31250,33.8698404,-83.111817,Lexington city,Lexington,city,
GA,Lilburn city,77.2,17,51140,33.8901036,-84.1429719,Lilburn city,Lilburn,city,
GA,Lilly city,71,53.5,20655,32.1471098,-83.8773999,Lilly city,Lilly,city,
GA,Lincoln Park CDP,55.1,35.4,28538,32.8679109,-84.3304743,Lincoln Park CDP,Lincoln Park,CDP,
GA,Lincolnton city,83.3,27.3,31475,33.7923477,-82.47901800000001,Lincolnton city,Lincolnton,city,
GA,Lindale CDP,80.4,22.1,33608,34.1867623,-85.1746725,Lindale CDP,Lindale,CDP,
GA,Lithia Springs CDP,83.2,31.3,37488,33.7939953,-84.66048990000002,Lithia Springs CDP,Lithia Springs,CDP,
GA,Lithonia city,83.9,27.1,26913,33.7123305,-84.1051939,Lithonia city,Lithonia,city,
GA,Locust Grove city,80.3,9,44342,33.345949499999996,-84.109083,Locust Grove city,Locust Grove,city,
GA,Loganville city,87.4,9.2,57045,33.8389977,-83.90073819999999,Loganville city,Loganville,city,
GA,Lone Oak town,73.6,22.6,37917,33.1717883,-84.8160446,Lone Oak town,Lone Oak,town,
GA,Lookout Mountain city,99.7,4.1,102262,34.9775757,-85.3577363,Lookout Mountain city,Lookout Mountain,city,
GA,Louisville city,73.5,32.9,25147,33.0015407,-82.4112377,Louisville city,Louisville,city,
GA,Lovejoy city,86,17.3,37256,33.4362245,-84.3143675,Lovejoy city,Lovejoy,city,
GA,Ludowici city,82.3,14.9,37250,31.7079919,-81.74233570000001,Ludowici city,Ludowici,city,
GA,Lula city,82.6,13.4,51532,34.3876013,-83.6662854,Lula city,Lula,city,
GA,Lumber City city,80.1,27.9,21080,31.9293488,-82.67958309999999,Lumber City city,Lumber City,city,
GA,Lumpkin city,75.2,36.3,24659,32.0509895,-84.7990901,Lumpkin city,Lumpkin,city,
GA,Luthersville city,71.2,28.8,33125,33.2101205,-84.7443765,Luthersville city,Luthersville,city,
GA,Lyerly town,78.6,26.6,35000,34.4039775,-85.40329109999999,Lyerly town,Lyerly,town,
GA,Lyons city,79.4,37.2,22438,32.2043546,-82.321791,Lyons city,Lyons,city,
GA,Mableton CDP,84.1,17.6,54919,33.8187167,-84.5824329,Mableton CDP,Mableton,CDP,
GA,McCaysville city,76,32.4,21742,34.986191399999996,-84.3713117,McCaysville city,McCaysville,city,
GA,McDonough city,88.6,18.3,43320,33.4473361,-84.1468616,McDonough city,McDonough,city,
GA,McIntyre town,73,33.1,27500,32.847047700000005,-83.2018485,McIntyre town,McIntyre,town,
GA,Macon-Bibb County,83.2,27.4,36568,32.8406946,-83.6324022,Macon-Bibb County,Macon-Bibb,County,
GA,McRae-Helena city,66.5,30.9,28177,32.0737872,-82.91458840000001,McRae-Helena city,McRae-Helena,city,
GA,Madison city,76.2,15.2,53699,33.595681299999995,-83.46794399999999,Madison city,Madison,city,
GA,Manassas city,94.4,9.8,48750,32.1604689,-82.0195625,Manassas city,Manassas,city,
GA,Manchester city,78,30.2,26518,32.8598538,-84.61992509999999,Manchester city,Manchester,city,
GA,Mansfield city,74.4,13.2,37500,33.5178968,-83.7343443,Mansfield city,Mansfield,city,
GA,Marietta city,86.3,20.2,44953,33.952602,-84.5499327,Marietta city,Marietta,city,
GA,Marshallville city,81.2,29,32708,32.4562623,-83.9401857,Marshallville city,Marshallville,city,
GA,Martin town,88.3,20.1,40135,34.4870458,-83.18487809999999,Martin town,Martin,town,
GA,Martinez CDP,92.8,9.5,63420,33.5173577,-82.0756734,Martinez CDP,Martinez,CDP,
GA,Matthews CDP,37.6,3.2,58750,33.210978499999996,-82.3076238,Matthews CDP,Matthews,CDP,
GA,Maxeys town,81.8,8,70313,33.7542889,-83.17348740000001,Maxeys town,Maxeys,town,
GA,Maysville town,79.8,24.6,33641,34.2528839,-83.5615548,Maysville town,Maysville,town,
GA,Meansville city,90.2,10.2,51250,33.0492923,-84.3068648,Meansville city,Meansville,city,
GA,Meigs city,64.1,52.2,16544,31.0724085,-84.08906590000001,Meigs city,Meigs,city,
GA,Mendes CDP,100,0,(X),31.9988109,-81.9740068,Mendes CDP,Mendes,CDP,
GA,Menlo city,82.5,39.1,22000,34.484808,-85.47634920000002,Menlo city,Menlo,city,
GA,Metter city,66.2,35.8,21277,32.397118,-82.0601195,Metter city,Metter,city,
GA,Midville city,66.3,17.3,37500,32.8190456,-82.23484549999999,Midville city,Midville,city,
GA,Midway city,90.9,10.4,58846,31.805769,-81.4306642,Midway city,Midway,city,
GA,Milan city,67.1,24.8,26645,32.017399600000005,-83.0626489,Milan city,Milan,city,
GA,Milledgeville city,80.3,46.8,20859,33.0801429,-83.2320991,Milledgeville city,Milledgeville,city,
GA,Millen city,72.5,43.6,23492,32.804051199999996,-81.9492812,Millen city,Millen,city,
GA,Milner city,70.7,9,48075,33.1167891,-84.1965855,Milner city,Milner,city,
GA,Milton city,97.6,5.2,111778,34.1321631,-84.300666,Milton city,Milton,city,
GA,Mineral Bluff CDP,100,25,(X),34.9145561,-84.2768849,Mineral Bluff CDP,Mineral Bluff,CDP,
GA,Mitchell town,84.1,29.4,37917,33.2198688,-82.7031896,Mitchell town,Mitchell,town,
GA,Molena city,83,30.6,29643,33.0120724,-84.50020129999999,Molena city,Molena,city,
GA,Monroe city,77.8,31.7,33097,33.7948364,-83.713229,Monroe city,Monroe,city,
GA,Montezuma city,73.3,27.5,26818,32.3051576,-84.0274072,Montezuma city,Montezuma,city,
GA,Montgomery CDP,79.6,19.1,50850,31.9404913,-81.12205390000001,Montgomery CDP,Montgomery,CDP,
GA,Monticello city,82.4,34.7,33813,33.3048479,-83.68322890000002,Monticello city,Monticello,city,
GA,Montrose town,89.4,10.6,38750,32.559605499999996,-83.15320909999998,Montrose town,Montrose,town,
GA,Moody AFB CDP,100,19,34188,30.967763899999998,-83.19282240000001,Moody AFB CDP,Moody AFB,CDP,
GA,Moreland town,90.2,9,57083,33.2867851,-84.76771109999999,Moreland town,Moreland,town,
GA,Morgan city,64.4,58.7,33889,31.537673100000003,-84.59936009999998,Morgan city,Morgan,city,
GA,Morganton city,87.2,18.7,37250,34.878161299999995,-84.2463188,Morganton city,Morganton,city,
GA,Morrow city,73.8,16.2,48230,33.5831662,-84.33936829999999,Morrow city,Morrow,city,
GA,Morven city,66.8,25.1,28073,30.9415814,-83.4993276,Morven city,Morven,city,
GA,Moultrie city,72.3,36,25181,31.1799407,-83.7888387,Moultrie city,Moultrie,city,
GA,Mountain City town,75.2,25.3,21613,34.9181473,-83.3854359,Mountain City town,Mountain City,town,
GA,Mountain Park city,97.9,14.6,56406,34.0825385,-84.4138442,Mountain Park city,Mountain Park,city,
GA,Mountain Park CDP,90.8,9.3,70814,34.0825385,-84.4138442,Mountain Park CDP,Mountain Park,CDP,
GA,Mount Airy town,72.5,18.1,41184,34.518710600000006,-83.5007265,Mount Airy town,Mount Airy,town,
GA,Mount Vernon city,83,25.7,30417,32.1785145,-82.5945783,Mount Vernon city,Mount Vernon,city,
GA,Mount Zion city,79,28.5,41976,33.63427539999999,-85.18717029999999,Mount Zion city,Mount Zion,city,
GA,Nahunta city,75.3,19.6,29022,31.204390000000004,-81.981226,Nahunta city,Nahunta,city,
GA,Nashville city,77.8,31.1,26102,31.2074197,-83.25015479999999,Nashville city,Nashville,city,
GA,Nelson city,79.9,22.1,49306,34.382037100000005,-84.3710348,Nelson city,Nelson,city,
GA,Newborn town,72.7,18.3,39643,33.5170648,-83.6960096,Newborn town,Newborn,town,
GA,Newington town,86.1,28.9,20694,32.5901748,-81.503996,Newington town,Newington,town,
GA,Newnan city,87.5,22.6,50052,33.3806716,-84.79965729999999,Newnan city,Newnan,city,
GA,Newton city,73.3,38.2,20962,31.3129575,-84.33574240000002,Newton city,Newton,city,
GA,Nicholls city,70.2,39.7,26205,31.5174219,-82.6348602,Nicholls city,Nicholls,city,
GA,Nicholson city,66.9,16.6,41389,34.113999299999996,-83.4315488,Nicholson city,Nicholson,city,
GA,Norcross city,68.5,29.6,39519,33.9412127,-84.2135309,Norcross city,Norcross,city,
GA,Norman Park city,79.2,21.7,40781,31.269074100000005,-83.6871168,Norman Park city,Norman Park,city,
GA,Norristown CDP,68.6,41.5,19792,32.5068347,-82.49429649999999,Norristown CDP,Norristown,CDP,
GA,North Decatur CDP,93,15.9,62205,33.790382799999996,-84.3060349,North Decatur CDP,North Decatur,CDP,
GA,North Druid Hills CDP,96.8,15.6,53769,33.816771,-84.3132574,North Druid Hills CDP,North Druid Hills,CDP,
GA,North High Shoals town,86.3,7.4,73125,33.820119399999996,-83.50599659999999,North High Shoals town,North High Shoals,town,
GA,Norwood city,46.6,19.9,26250,33.4626371,-82.7051355,Norwood city,Norwood,city,
GA,Nunez city,67.2,15,48750,32.4912785,-82.3470713,Nunez city,Nunez,city,
GA,Oak Park town,60.4,42.4,25000,32.358233399999996,-82.3145693,Oak Park town,Oak Park,town,
GA,Oakwood city,82.7,15.5,39444,34.227602000000005,-83.8843455,Oakwood city,Oakwood,city,
GA,Ochlocknee town,62,42.4,33182,30.973799699999997,-84.05295179999999,Ochlocknee town,Ochlocknee,town,
GA,Ocilla city,81.7,39.5,23077,31.5943567,-83.2504328,Ocilla city,Ocilla,city,
